"미션ID","축","영역","행운의행동","유형","측정분류","측정데이터_핵심","모델연동","측정시작조건","완료판정","행운의위치_후보","행운의숫자_최소","행운의숫자_최대","행운의숫자_간격","단위","시간대","오늘의운세_해석","오늘의한줄_템플릿","수행안내_안전문구","안전태그","시니어안전","검수상태","운동종목","운동강도","강도근거","강도판정메모","추천노출가중치","추천노출풀","추천노출조건","운동집계반영안","검토_우선순위","검토_주요문제","검토_수정제안"
"SKATER_STEP_47","火","유산소","스케이터 점프하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","운동 공간,넓은 공터","10","20","5","회","언제나","좌우로 뻗는 움직임이 오늘의 균형운을 넓혀줘요.","{place}에서 스케이터 점프 {num}{unit} 하기!","한쪽 다리로 옆으로 뛰어 반대쪽 다리를 뒤로 교차해 착지하고, 다시 반대 방향으로 뛰어요. 처음엔 점프 없이 옆으로 걸으며 다리를 교차하는 동작부터 해도 좋아요. 미끄럽지 않은 바닥에서 폭을 작게 시작하고 균형이 흔들리면 즉시 멈춰요.","HIGH_IMPACT","N","검수대기","유산소","고","RPE","연속 측면 점프로 대근육과 심폐 부담이 높은 동작 RPE 7~8","0.75","조건부운동","운동경험·통증·균형 조건 확인 후 노출","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 고강도 또는 복잡한 동작의 체력·통증 조건이 없음 / 火 보상축과 유산소 운동종목이 다름","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 운동 경험·동작 가능 여부로 추천 제한; 쉬운 대체 동작 제공 / 계산은 운동종목·실제 수행 기준; 火를 근력으로 자동 매핑하지 않기"
"FAST_STAIR_48","木","유산소","계단 빠르게 오르기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","20","40","10","칸","언제나","빠른 오름이 오늘의 성취운을 높이 세워줘요.","{place}에서 계단 {num}{unit} 빠르게 오르기!","난간을 잡고 한 칸씩 오르며 심한 숨참이나 가슴 불편감이 있으면 즉시 쉬어요.","HIGH_IMPACT","N","검수대기","유산소","고","RPE","빠른 계단 오르기로 대화가 어려울 만큼 호흡이 증가 RPE 7~8","0.75","조건부운동","운동경험·통증·균형 조건 확인 후 노출","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 10~40칸은 시간량이 작고 시간 환산 기준 없음 / 고강도 또는 복잡한 동작의 체력·통증 조건이 없음","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 칸 목표를 유지하더라도 실제 오름 시간 수집; 임의 분 환산 금지 / 운동 경험·동작 가능 여부로 추천 제한; 쉬운 대체 동작 제공"
"BURPEE_41","火","근력운동","버피 동작하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,운동 공간,넓은 공터","5","15","5","회","언제나","온몸의 움직임이 오늘의 도전운을 뜨겁게 깨워줘요.","{place}에서 버피 {num}{unit} 하기!","쪼그려 앉아 손을 짚고 다리를 뒤로 뻗어 플랭크 자세를 만든 다음 다시 다리를 당겨와 일어서며 가볍게 뛰어요. 점프가 부담되면 마지막에 서기만 해도 괜찮아요. 주변을 비우고 허리나 손목에 통증이 생기면 즉시 중단해요.","HIGH_IMPACT","N","검수대기","근력","고","RPE","스쿼트와 플랭크 및 점프를 연속 수행하는 전신 고강도 동작 RPE 8","0.75","조건부운동","운동경험·통증·균형 조건 확인 후 노출","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음 / 고강도 또는 복잡한 동작의 체력·통증 조건이 없음","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거 / 운동 경험·동작 가능 여부로 추천 제한; 쉬운 대체 동작 제공"
"SQUAT_JUMP_42","火","근력운동","스쿼트 점프하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,운동 공간,넓은 공터","5","15","5","회","언제나","힘찬 도약이 오늘의 자신감을 위로 끌어올려줘요.","{place}에서 스쿼트 점프 {num}{unit} 하기!","무릎과 엉덩이를 굽혀 스쿼트 자세를 만들고 위로 가볍게 뛰어올랐다가 무릎을 부드럽게 굽히며 착지해요. 점프가 부담되면 제자리 스쿼트로 대신해도 괜찮아요. 무릎이나 허리가 불편하면 즉시 멈춰요.","HIGH_IMPACT","N","검수대기","근력","고","RPE","반복 점프 스쿼트로 하체 근력과 심폐 부담이 큰 동작 RPE 7~8","0.75","조건부운동","운동경험·통증·균형 조건 확인 후 노출","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음 / 고강도 또는 복잡한 동작의 체력·통증 조건이 없음","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거 / 운동 경험·동작 가능 여부로 추천 제한; 쉬운 대체 동작 제공"
"LUNGE_JUMP_43","火","근력운동","교차 런지 점프하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","운동 공간,넓은 공터","6","14","2","회","언제나","교차하는 발걸음이 오늘의 결단력을 단단히 세워줘요.","{place}에서 교차 런지 점프 {num}{unit} 하기!","런지 자세에서 공중으로 발을 바꿔가며 좌우 번갈아 착지해요. 처음엔 점프 없이 발을 번갈아 내딛는 것부터 해도 좋아요. 균형 잡기 쉬운 곳에서 시작하고 무릎이 안쪽으로 모이지 않게 하며 통증이 있으면 멈춰요.","HIGH_IMPACT","N","검수대기","근력","고","RPE","점프와 한쪽 다리 지지가 반복되어 근력 및 균형 부담이 높은 동작 RPE 8","0.75","조건부운동","운동경험·통증·균형 조건 확인 후 노출","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음 / 고강도 또는 복잡한 동작의 체력·통증 조건이 없음","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거 / 운동 경험·동작 가능 여부로 추천 제한; 쉬운 대체 동작 제공"
"PUSHUP_44","火","근력운동","바닥 팔굽혀펴기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,운동 공간","8","16","4","회","언제나","단단한 밀어내기가 오늘의 실행력을 키워줘요.","{place}에서 바닥 팔굽혀펴기 {num}{unit} 하기!","손을 어깨보다 약간 넓게 짚고 몸을 일직선으로 유지한 채 팔꿈치를 굽혀 내려갔다 밀어 올려요. 힘들면 무릎을 바닥에 대고 해도 괜찮고, 손목이나 어깨에 통증이 있으면 중단해요.","HIGH_IMPACT","N","검수대기","근력","고","RPE","표준 팔굽혀펴기를 반복 한계에 가까운 횟수로 수행하는 상체 근력 운동 RPE 7~8","0.75","조건부운동","운동경험·통증·균형 조건 확인 후 노출","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음 / 고강도 또는 복잡한 동작의 체력·통증 조건이 없음","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거 / 운동 경험·동작 가능 여부로 추천 제한; 쉬운 대체 동작 제공"
"MOUNTAIN_CLIMBER_45","火","근력운동","마운틴 클라이머 하기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,운동 공간","20","40","10","초","언제나","빠른 발놀림이 오늘의 집중운을 힘껏 끌어당겨요.","{place}에서 {num}{unit} 마운틴 클라이머 하기!","손목 아래에 어깨를 두고 허리가 처지지 않게 하며 통증이나 어지럼이 있으면 멈춰요.","HIGH_IMPACT","N","검수대기","근력","고","RPE","플랭크 자세에서 빠른 무릎 당기기를 반복해 전신 근력과 심박 부담이 큼 RPE 8","0.75","조건부운동","운동경험·통증·균형 조건 확인 후 노출","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음 / 고강도 또는 복잡한 동작의 체력·통증 조건이 없음","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거 / 운동 경험·동작 가능 여부로 추천 제한; 쉬운 대체 동작 제공"
"PLANK_SHOULDER_TAP_46","火","근력운동","플랭크 숄더 탭 하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,운동 공간","10","20","5","회","언제나","흔들림을 잡는 힘이 오늘의 중심운을 지켜줘요.","{place}에서 플랭크 숄더 탭 {num}{unit} 하기!","어깨 바로 아래에 손목이 오도록 플랭크 자세를 잡고 한 손씩 번갈아 반대쪽 어깨를 가볍게 터치해요. 발 간격을 넓혀 골반이 흔들리지 않게 하고, 허리가 흔들리거나 손목이 아프면 무릎을 대거나 멈춰요.","BALANCE","N","검수대기","근력","고","RPE","한 팔 지지 플랭크 반복으로 코어와 어깨 부담이 높은 동작 RPE 7~8","0.75","조건부운동","운동경험·통증·균형 조건 확인 후 노출","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음 / 고강도 또는 복잡한 동작의 체력·통증 조건이 없음","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거 / 운동 경험·동작 가능 여부로 추천 제한; 쉬운 대체 동작 제공"
"WALL_SIT_PULSE_47","火","근력운동","벽 스쿼트 자세로 짧게 움직이기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,사무실,운동 공간","20","40","10","초","언제나","버티는 움직임이 오늘의 끈기운을 더욱 단단하게 해줘요.","{place}에서 {num}{unit} 벽 스쿼트 자세로 짧게 움직이기!","무릎이 발끝보다 과하게 앞으로 나가지 않게 하고 통증이 생기면 즉시 일어나요.","HIGH_IMPACT","N","검수대기","근력","고","RPE","벽 스쿼트 등척성 수축에 짧은 반복을 더해 하체 피로가 큰 동작 RPE 7~8","0.75","조건부운동","운동경험·통증·균형 조건 확인 후 노출","보류: 반복·세트·저항·부위 기록 및 같은 날 중복 제거 기준 필요","P1","완료 한 번을 근력운동 1일로 인정할 기준 없음 / 고강도 또는 복잡한 동작의 체력·통증 조건이 없음","실제 반복·세트·저항·부위·날짜를 기록하고 같은 날 중복 제거 / 운동 경험·동작 가능 여부로 추천 제한; 쉬운 대체 동작 제공"
"BRISK_WALK_49","木","유산소","빠른 걸음으로 걷기","MODEL_ACTIVE_TIME","모델측정형","유효활동시간_초,걸음수,이동거리_m","Y","미션 시작 후 움직임 모델 활성","모델이 인식한 유효 활동시간이 목표 이상","가까운 산책로,가까운 공원,집 주변","10","20","5","분","언제나","빠른 걸음이 오늘의 활력운을 선명하게 밝혀줘요.","{place}에서 {num}{unit} 빠르게 걷기!","시선은 앞을 보고 대화가 어려울 만큼 숨차면 속도를 낮춰요.","","Y","검수대기","유산소","중","지침서표","빠르게 걷기는 대표적인 중강도 활동이며 빠른 속도에서 중강도 상단에 해당","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 걷기 감지 임계값은 의학적 강도 분류가 아님 / 중강도 시간형의 핵심 후보지만 걷기 감지 자체는 중강도 증거가 아님","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 느린 실제 보행 인정 QA와 강도 확인을 각각 수행 / 5/10/15/20분 단계안 + 수행 후 말하기 검사/체감 강도 + 실제 활동 초"
"STAIR_REPEAT_50","木","유산소","계단 오르기를 반복하기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","20","40","10","칸","언제나","거듭 오르는 한 칸이 오늘의 성장운을 쌓아줘요.","{place}에서 계단 {num}{unit} 반복해 오르기!","난간을 잡고 내려올 때는 천천히 움직이며 무릎 통증이나 심한 숨참이 있으면 쉬어요.","HIGH_IMPACT","N","검수대기","유산소","중","RPE","계단 오르기 반복으로 호흡이 뚜렷하게 증가하는 중강도 상단 RPE 6","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 10~40칸은 시간량이 작고 시간 환산 기준 없음","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 칸 목표를 유지하더라도 실제 오름 시간 수집; 임의 분 환산 금지"
